residuals

-0.003328266
-0.007610653
0.002434305
-0.008973058
0.017585206
0.000513575
0.015968044
-0.00595899
0.001772725
-0.001612314
0.010433106
-0.01260548
-0.023970491
0.006538024
-0.015130931
0.002356839
-0.032139608
-0.023736806
-0.01356856
0.003519054
0.008120898
0.007867169
0.024802497
-0.00059267
-0.003358733
0.010363084
0.009754958
-0.002176754
0.00397563
0.004111628
-0.013889146
0.0039758
-0.0038114
-0.008608371
-0.020605227
0.002851055
-0.011294949
0.006516156
-0.02920656
0.010688585
-0.009079839
0.00626104
0.012351963
-0.015887654
-0.046867913
0.013313574
-0.014513196
-0.028663385
-0.020977548
-0.039444659
0.003013972
-0.045737233
-0.024024113
0.038569719
-0.045819676
0.047327395
0.026443178
0.010031265
-0.002676448
-0.005050998
0.011500571
-0.017806817
0.007024683
-0.004122466
0.024819691
0.01819591
-0.004762119
0.011708747
0.006262879
-0.010237769
-0.005995657
0.013638306
-0.001667271
-0.020051697
0.00196599
0.001466365
-0.004165523
0.017408974
0.012451122
0.005868546
-0.042680217
